Task ID,Dataset,unique_id,model_created,model_run,description,Code,Test Result,Post,original correctness,naive no fsl correctness,data file
Mbpp_612,mbpp,Mbpp_612_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    first_elements = [sublist[0] for sublist in list_of_lists]
    second_elements = [sublist[1] for sublist in list_of_lists]
    return [first_elements, second_elements]

# Test cases
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]
assert merge([[[1], [2]], [[3], [4]], [[5], [6]], [[7], [8]]]) == [[[1], [3], [5], [7]], [[2], [4], [6], [8]]]

print(""All test cases passed!"")
",,post,True,True,pilot_mbpp4.json
Mbpp_612,mbpp,Mbpp_612_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    first_elements = [sublist[0] for sublist in list_of_lists]
    second_elements = [sublist[1] for sublist in list_of_lists]
    return [first_elements, second_elements]

# Test cases
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]
assert merge([[[1], [2]], [[3], [4]], [[5], [6]], [[7], [8]]]) == [[[1], [3], [5], [7]], [[2], [4], [6], [8]]]

print(""All test cases passed!"")
",,post,True,True,pilot_mbpp4.json
Mbpp_612,mbpp,Mbpp_612_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    first_elements = [sublist[0] for sublist in list_of_lists]
    second_elements = [sublist[1] for sublist in list_of_lists]
    return [first_elements, second_elements]

# Test cases
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]
assert merge([[[1], [2]], [[3], [4]], [[5], [6]], [[7], [8]]]) == [[[1], [3], [5], [7]], [[2], [4], [6], [8]]]

print(""All test cases passed!"")
",,post,True,True,pilot_mbpp4.json
Mbpp_612,mbpp,Mbpp_612_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,"Write a python function which takes a list of lists, where each sublist has two elements, and returns a list of two lists where the first list has the first element of each sublist and the second one has the second.","def merge(list_of_lists):
    first_elements = [sublist[0] for sublist in list_of_lists]
    second_elements = [sublist[1] for sublist in list_of_lists]
    return [first_elements, second_elements]

# Test cases
assert merge([['x', 'y'], ['a', 'b'], ['m', 'n']]) == [['x', 'a', 'm'], ['y', 'b', 'n']]
assert merge([[1, 2], [3, 4], [5, 6], [7, 8]]) == [[1, 3, 5, 7], [2, 4, 6, 8]]
assert merge([[[1], [2]], [[3], [4]], [[5], [6]], [[7], [8]]]) == [[[1], [3], [5], [7]], [[2], [4], [6], [8]]]

print(""All test cases passed!"")
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, elem):
    return tup.count(elem)
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,False,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,False,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,False,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,False,pilot_mbpp4.json
Mbpp_250,mbpp,Mbpp_250_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function that takes in a tuple and an element and counts the occcurences of the element in the tuple.,"def count_X(tup, element):
    return tup.count(element)

# Tests
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),4) == 0
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),10) == 3
assert count_X((10, 8, 5, 2, 10, 15, 10, 8, 5, 8, 8, 2),8) == 4
",,post,True,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,False,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath
def convert(c):
    return (abs(c), cmath.phase(c))
",,post,False,False,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,False,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,False,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,False,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_252,mbpp,Mbpp_252_gpt-4o,gpt-4o,gpt-3.5-turbo-0125,Write a python function to convert complex numbers to polar coordinates.,"import cmath

def convert(num):
    return cmath.polar(complex(num))

# Test cases
assert convert(1) == (1.0, 0.0)
assert convert(4) == (4.0, 0.0)
assert convert(5) == (5.0, 0.0)
",,post,False,True,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,True,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,False,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,False,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,True,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,True,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,True,pilot_mbpp4.json
Mbpp_478,mbpp,Mbpp_478_llama3-70b,llama3-70b,gpt-3.5-turbo-0125,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join(c for c in s if c.isupper())
",,post,True,True,pilot_mbpp4.json
