Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,data file,unique_id,consistency
1,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the shared elements from the given two lists.,"def similar_elements(list1, list2):
    # Convert both lists to sets and find their intersection
    common_elements = set(list1) & set(list2)
    # Convert the result back to a tuple and return
    return tuple(sorted(common_elements))

# Test cases
assert similar_elements((3, 4, 5, 6), (5, 7, 4, 10)) == (4, 5)
assert similar_elements((1, 2, 3, 4), (5, 4, 3, 7)) == (3, 4)
assert similar_elements((11, 12, 14, 13), (17, 15, 14, 13)) == (13, 14)
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,1_gpt-4o,0.8
222,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join([char for char in s if char.isupper()])

# Testing the function
assert remove_lowercase(""PYTHon"") == 'PYTH'
assert remove_lowercase(""FInD"") == 'FID'
assert remove_lowercase(""STRinG"") == 'STRG'
",,True,post,True,True,False,True,True,selected_pilot_75_mbpp.json,222_gpt-4o,0.9
161,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b
",,True,post,True,True,False,True,True,selected_pilot_75_mbpp.json,161_llama3point1-70b,0.9
161,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b

# Test cases
assert find_lucas(9) == 76
assert find_lucas(4) == 7
assert find_lucas(3) == 4
",,False,post,True,False,False,False,False,selected_pilot_75_mbpp.json,161_gpt-4o,0.6
290,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,"Write a function that checks if a strings contains 'z', except at the start and end of the word.","def text_match_wordz_middle(s):
    words = s.split()
    for word in words:
        if len(word) > 1 and 'z' in word[1:-1]:
            return True
    return False
",,True,post,True,True,True,True,False,selected_pilot_75_mbpp.json,290_llama3point1-70b,0.7
290,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that checks if a strings contains 'z', except at the start and end of the word.","def text_match_wordz_middle(s):
    # Check if 'z' is in the string and not at the start or end
    if 'z' in s[1:-1]:
        return True
    return False

# Test cases
assert text_match_wordz_middle(""pythonzabc."") == True
assert text_match_wordz_middle(""zxyabc."") == False
assert text_match_wordz_middle(""  lang  ."") == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,290_gpt-4o,0.9
182,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(strings):
    return [s[-1] for s in strings]
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,182_llama3point1-70b,0.5
182,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(tup):
    return [s[-1] for s in tup]

# Test cases
assert extract_rear(('Mers', 'for', 'Vers')) == ['s', 'r', 's']
assert extract_rear(('Avenge', 'for', 'People')) == ['e', 'r', 'e']
assert extract_rear(('Gotta', 'get', 'go')) == ['a', 't', 'o']
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,182_gpt-4o,0.9
309,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether all the characters are same or not.,"def all_Characters_Same(s):
    return len(set(s)) == 1
",,True,post,False,True,True,True,False,selected_pilot_75_mbpp.json,309_llama3point1-70b,0.7
337,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the sum of non-repeated elements in a given list.,"def find_sum(lst):
    return sum(i for i in lst if lst.count(i) == 1)
",,True,post,False,True,True,True,True,selected_pilot_75_mbpp.json,337_llama3point1-70b,0.9
333,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to check if the given expression is balanced or not.,"def check_expression(expr):
    stack = []
    matching_pairs = {')': '(', ']': '[', '}': '{'}
    
    for char in expr:
        if char in matching_pairs.values():
            stack.append(char)
        elif char in matching_pairs:
            if stack == [] or stack.pop() != matching_pairs[char]:
                return False
    return stack == []

# Testing the function with the provided test cases
assert check_expression(""{()}[{}]"") == True
assert check_expression(""{()}[{]"") == False
assert check_expression(""{()}[{}][]({})"") == True
",,False,post,False,False,True,True,True,selected_pilot_75_mbpp.json,333_gpt-4o,0.5
99,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(s):
    return ''.join(s[i] for i in range(0, len(s), 2))
",,True,post,True,True,False,False,True,selected_pilot_75_mbpp.json,99_llama3point1-70b,0.8
264,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to convert degrees to radians.,"import math

def radian_degree(degrees):
    return degrees * (math.pi / 180)

# Test cases
assert radian_degree(90) == 1.5707963267948966
assert radian_degree(60) == 1.0471975511965976
assert radian_degree(120) == 2.0943951023931953
",,True,post,False,True,True,True,True,selected_pilot_75_mbpp.json,264_gpt-4o,0.5
335,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"def occurance_substring(string, substring):
    start = string.find(substring)
    if start == -1:
        return None
    end = start + len(substring)
    return (substring, start, end - 1)
",,True,post,False,False,True,False,False,selected_pilot_75_mbpp.json,335_llama3point1-70b,0.9
360,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(lists):
    return max(lists, key=sum)",,False,post,True,False,False,True,True,selected_pilot_75_mbpp.json,360_llama3point1-70b,0.7
360,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(list_of_lists):
    # Initialize variables to track the maximum sum and the corresponding list
    max_sum = float('-inf')
    max_list = []
    
    # Iterate through each sublist
    for sublist in list_of_lists:
        # Calculate the sum of the current sublist
        current_sum = sum(sublist)
        
        # If the current sum is greater than the maximum sum found so far
        if current_sum > max_sum:
            # Update the maximum sum and the corresponding list
            max_sum = current_sum
            max_list = sublist
    
    # Return the list with the highest sum
    return max_list

# Tests
assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [10, 11, 12]
assert max_sum_list([[3,2,1], [6,5,4], [12,11,10]]) == [12, 11, 10]
assert max_sum_list([[2,3,1]]) == [2, 3, 1]
",,False,post,True,False,True,True,True,selected_pilot_75_mbpp.json,360_gpt-4o,0.8
307,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the index of smallest triangular number with n digits.,"def find_Index(n):
    import math
    idx = 1
    while True:
        triangular_num = (idx * (idx + 1)) // 2
        if len(str(triangular_num)) >= n:
            return idx
        idx += 1
",,False,post,False,False,False,True,False,selected_pilot_75_mbpp.json,307_llama3point1-70b,0.7
307,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to find the index of smallest triangular number with n digits.,"def find_Index(n):
    k = 1
    while True:
        triangular_number = k * (k + 1) // 2
        if len(str(triangular_number)) == n:
            return k
        k += 1

# Test cases
assert find_Index(2) == 4
assert find_Index(3) == 14
assert find_Index(4) == 45
",,False,post,False,True,True,True,False,selected_pilot_75_mbpp.json,307_gpt-4o,0.8
8,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s, char):
    first_occurrence = s.find(char)
    last_occurrence = s.rfind(char)
    
    if first_occurrence != -1 and last_occurrence != -1:
        if first_occurrence == last_occurrence:
            return s.replace(char, '', 1)
        else:
            return s[:first_occurrence] + s[first_occurrence+1:last_occurrence] + s[last_occurrence+1:]
    else:
        return s
",,True,post,True,False,True,False,True,selected_pilot_75_mbpp.json,8_llama3point1-70b,0.6
8,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to remove first and last occurrence of a given character from the string.,"def remove_Occ(s: str, ch: str) -> str:
    first_index = s.find(ch)
    last_index = s.rfind(ch)
    
    if first_index == -1 or last_index == -1 or first_index == last_index:
        return s  # No removal needed if ch is not found or only one occurrence
    
    # Create a new string without the first and last occurrence of ch
    return s[:first_index] + s[first_index + 1:last_index] + s[last_index + 1:]

# Testing the function with the provided test cases
assert remove_Occ(""hello"", ""l"") == ""heo""
assert remove_Occ(""abcda"", ""a"") == ""bcd""
assert remove_Occ(""PHP"", ""P"") == ""H""
",,False,post,False,False,False,False,True,selected_pilot_75_mbpp.json,8_gpt-4o,0.6
10,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to find the volume of a triangular prism.,"def find_Volume(b, h, l):
  return (b * h / 2) * l
",,False,post,False,False,True,True,True,selected_pilot_75_mbpp.json,10_llama3point1-70b,0.7
159,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the volume of a cone.,"import math

def volume_cone(radius, height):
    return (1/3) * math.pi * (radius ** 2) * height

# Tests
assert math.isclose(volume_cone(5, 12), 314.15926535897927, rel_tol=0.001)
assert math.isclose(volume_cone(10, 15), 1570.7963267948965, rel_tol=0.001)
assert math.isclose(volume_cone(19, 17), 6426.651371693521, rel_tol=0.001)
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,159_gpt-4o,0.6
271,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes a tuple of tuples and returns a list where each element is the average of the corresponding values from each tuple. For each position, compute the average of values from all tuples at that position.","def average_tuple(tuples):
    # Length of the first tuple (assuming all tuples are of the same length)
    num_elements = len(tuples[0])
    
    # List to store the averages
    averages = []
    
    # Iterate over each position in the tuples
    for i in range(num_elements):
        # Extract the i-th element from each tuple and compute the average
        elements_at_position = [t[i] for t in tuples]
        avg = sum(elements_at_position) / len(tuples)
        averages.append(avg)
    
    return averages

# Test cases
assert average_tuple(((10, 10, 10, 12), (30, 45, 56, 45), (81, 80, 39, 32), (1, 2, 3, 4))) == [30.5, 34.25, 27.0, 23.25]
assert average_tuple(((1, 1, -5), (30, -15, 56), (81, -60, -39), (-10, 2, 3))) == [25.5, -18.0, 3.75]
assert average_tuple(((100, 100, 100, 120), (300, 450, 560, 450), (810, 800, 390, 320), (10, 20, 30, 40))) == [305.0, 342.5, 270.0, 232.5]
",,False,post,False,False,False,True,True,selected_pilot_75_mbpp.json,271_gpt-4o,0.6
125,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.","def list_split(lst, n):
    result = [[] for _ in range(n)]
    for i, element in enumerate(lst):
        result[i % n].append(element)
    return result

# Test cases
assert list_split(['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'], 3) == [['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']]
assert list_split([1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 3) == [[1, 4, 7, 10, 13], [2, 5, 8, 11, 14], [3, 6, 9, 12]]
assert list_split(['python', 'java', 'C', 'C++', 'DBMS', 'SQL'], 2) == [['python', 'C', 'DBMS'], ['java', 'C++', 'SQL']]
",,False,post,True,False,True,True,False,selected_pilot_75_mbpp.json,125_gpt-4o,0.7
96,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check if all the elements in tuple have same data type or not.,"def check_type(tup):
    return len(set(type(x) for x in tup)) == 1
",,False,post,True,True,False,True,True,selected_pilot_75_mbpp.json,96_llama3point1-70b,0.9
204,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(n):
    months_31_days = [1, 3, 5, 7, 8, 10, 12]
    return n in months_31_days
",,False,post,True,True,True,True,True,selected_pilot_75_mbpp.json,204_llama3point1-70b,0.6
45,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to check whether the given number is undulating or not.,"def is_undulating(n):
    s = str(n)
    if len(s) < 3:
        return False
    first_digit = s[0]
    second_digit = s[1]
    if first_digit == second_digit:
        return False
    
    for i in range(2, len(s)):
        if i % 2 == 0 and s[i] != first_digit:
            return False
        if i % 2 == 1 and s[i] != second_digit:
            return False
            
    return True

# Test cases
assert is_undulating(1212121) == True
assert is_undulating(1991) == False
assert is_undulating(121) == True
",,True,post,False,False,True,False,False,selected_pilot_75_mbpp.json,45_gpt-4o,0.8
133,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,"def substract_elements(tup1, tup2):
    return tuple(a - b for a, b in zip(tup1, tup2))
",,False,post,True,True,False,True,False,selected_pilot_75_mbpp.json,133_llama3point1-70b,0.9
133,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.,"def substract_elements(tup1, tup2):
    return tuple(a - b for a, b in zip(tup1, tup2))

# Test cases
assert substract_elements((10, 4, 5), (2, 5, 18)) == (8, -1, -13)
assert substract_elements((11, 2, 3), (24, 45 ,16)) == (-13, -43, -13)
assert substract_elements((7, 18, 9), (10, 11, 12)) == (-3, 7, -3)
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,133_gpt-4o,0.7
297,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","def multiply_elements(numbers):
    return tuple(a * b for a, b in zip(numbers, numbers[1:]))
",,True,post,True,True,True,True,True,selected_pilot_75_mbpp.json,297_llama3point1-70b,0.9
297,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes as input a tuple of numbers (t_1,...,t_{N+1}) and returns a tuple of length N where the i-th element of the tuple is equal to t_i * t_{i+1}.","def multiply_elements(t):
    return tuple(t[i] * t[i+1] for i in range(len(t) - 1))

# Test cases
assert multiply_elements((1, 5, 7, 8, 10)) == (5, 35, 56, 80)
assert multiply_elements((2, 4, 5, 6, 7)) == (8, 20, 30, 42)
assert multiply_elements((12, 13, 14, 9, 15)) == (156, 182, 126, 135)
assert multiply_elements((12,)) == ()
",,True,post,True,False,True,True,False,selected_pilot_75_mbpp.json,297_gpt-4o,0.7
216,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    lst.sort()
    return all(lst[i] - lst[i-1] == 1 for i in range(1, len(lst))) and len(lst) == len(set(lst))
",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,216_llama3point1-70b,0.6
216,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether the given list contains consecutive numbers or not.,"def check_Consecutive(lst):
    if not lst:  # If the list is empty, it cannot be consecutive
        return False
    
    lst_sorted = sorted(lst)
    
    for i in range(len(lst_sorted) - 1):
        if lst_sorted[i + 1] - lst_sorted[i] != 1:
            return False
    
    return True

# Test cases
assert check_Consecutive([1, 2, 3, 4, 5]) == True
assert check_Consecutive([1, 2, 3, 5, 6]) == False
assert check_Consecutive([1, 2, 1]) == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,216_gpt-4o,0.5
197,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to count the occurence of all elements of list in a tuple.,"def count_Occurrence(tup, lst):
    return sum(tup.count(element) for element in lst)
",,True,post,True,True,True,False,False,selected_pilot_75_mbpp.json,197_llama3point1-70b,0.9
197,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to count the occurence of all elements of list in a tuple.,"def count_Occurrence(tup, elements):
    count = sum(tup.count(element) for element in elements)
    return count

# Test cases
assert count_Occurrence(('a', 'a', 'c', 'b', 'd'), ['a', 'b']) == 3
assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4), [1, 4, 7]) == 6
assert count_Occurrence((1, 2, 3, 4, 5, 6), [1, 2]) == 2
",,True,post,True,True,True,True,True,selected_pilot_75_mbpp.json,197_gpt-4o,0.8
336,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    for i in range(len(lst)):
        if i % 2 != 0 and lst[i] % 2 == 0:
            return False
    return True
",,True,post,True,False,True,True,False,selected_pilot_75_mbpp.json,336_llama3point1-70b,0.8
336,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function to check whether every odd index contains odd numbers of a given list.,"def odd_position(lst):
    # Iterate through the list, checking only elements at odd indices
    for i in range(1, len(lst), 2):
        if lst[i] % 2 == 0:
            return False
    return True

# Testing the function with the provided test cases
assert odd_position([2, 1, 4, 3, 6, 7, 6, 3]) == True
assert odd_position([4, 1, 2]) == True
assert odd_position([1, 2, 3]) == False
",,False,post,True,False,False,True,False,selected_pilot_75_mbpp.json,336_gpt-4o,0.6
123,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,"Write a function that takes in a list and an integer L and splits the given list into two parts where the length of the first part of the list is L, and returns the resulting lists in a tuple.","def split_two_parts(lst, L):
    return (lst[:L], lst[L:])

# Tests
assert split_two_parts([1,1,2,3,4,4,5,1],3) == ([1, 1, 2], [3, 4, 4, 5, 1])
assert split_two_parts(['a', 'b', 'c', 'd'],2) == (['a', 'b'], ['c', 'd'])
assert split_two_parts(['p', 'y', 't', 'h', 'o', 'n'],4) == (['p', 'y', 't', 'h'], ['o', 'n'])
",,False,post,True,False,True,True,False,selected_pilot_75_mbpp.json,123_gpt-4o,0.7
258,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to check whether the given number is armstrong or not.,"def armstrong_number(num):
    num_str = str(num)
    num_len = len(num_str)
    sum = 0
    for digit in num_str:
        sum += int(digit) ** num_len
    return sum == num
",,False,post,True,False,True,True,True,selected_pilot_75_mbpp.json,258_llama3point1-70b,0.9
258,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to check whether the given number is armstrong or not.,"def armstrong_number(n):
    # Convert the number to string to easily iterate through its digits
    num_str = str(n)
    # Calculate the number of digits
    num_len = len(num_str)
    # Calculate the sum of the digits each raised to the power of the number of digits
    armstrong_sum = sum(int(digit) ** num_len for digit in num_str)
    # Compare the sum to the original number
    return armstrong_sum == n

# Tests
assert armstrong_number(153) == True
assert armstrong_number(259) == False
assert armstrong_number(4458) == False
",,True,post,True,True,True,True,True,selected_pilot_75_mbpp.json,258_gpt-4o,0.9
14,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find whether a given array of integers contains any duplicate element.,"def test_duplicate(arr):
    return len(arr) != len(set(arr))
",,True,post,True,False,True,False,False,selected_pilot_75_mbpp.json,14_llama3point1-70b,0.8
141,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    str_n = str(n)
    for digit in str_n:
        if str_n.count(digit) > int(digit):
            return False
    return True",,False,post,True,True,True,True,False,selected_pilot_75_mbpp.json,141_llama3point1-70b,0.6
141,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a python function takes in an integer and check whether the frequency of each digit in the integer is less than or equal to the digit itself.,"def validate(n):
    digit_str = str(n)
    frequency = {}
    
    # Calculate frequency of each digit
    for digit in digit_str:
        if digit in frequency:
            frequency[digit] += 1
        else:
            frequency[digit] = 1
    
    # Check the condition for each digit
    for digit, count in frequency.items():
        if count > int(digit):
            return False
    
    return True

# Tests
assert validate(1234) == True
assert validate(51241) == False
assert validate(321) == True
",,False,post,True,False,True,False,False,selected_pilot_75_mbpp.json,141_gpt-4o,0.8
178,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"def round_and_sum(numbers):
    rounded_numbers = [round(num) for num in numbers]
    total_sum = sum(rounded_numbers)
    return total_sum * len(numbers)
",,True,post,True,True,True,True,True,selected_pilot_75_mbpp.json,178_llama3point1-70b,0.9
275,mbppplus,llama3point1-70b,gpt-4o-mini-2024-07-18,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(nums):
    if not nums:
        return 0

    nums.sort()
    dp = [1] * len(nums)

    for i in range(1, len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0:
                dp[i] = max(dp[i], dp[j] + 1)

    return max(dp)
",,True,post,True,False,True,True,True,selected_pilot_75_mbpp.json,275_llama3point1-70b,0.9
275,mbppplus,gpt-4o,gpt-4o-mini-2024-07-18,Write a function to find the size of the largest subset of a list of numbers so that every pair is divisible.,"def largest_subset(nums):
    if not nums:
        return 0

    nums.sort()
    dp = [1] * len(nums)
    
    for i in range(len(nums)):
        for j in range(i):
            if nums[i] % nums[j] == 0:
                dp[i] = max(dp[i], dp[j] + 1)
    
    return max(dp)

# Testing the function with the provided test cases
assert largest_subset([1, 3, 6, 13, 17, 18]) == 4
assert largest_subset([10, 5, 3, 15, 20]) == 3
assert largest_subset([18, 1, 3, 6, 13, 17]) == 4
",,True,post,True,True,True,True,True,selected_pilot_75_mbpp.json,275_gpt-4o,0.8
