Task ID,Dataset,model_created,model_run,description,Code,Test Result,Correctness,Post,original correctness,naive correctness,annotated correctness,annotated correctness simple,naive no fsl correctness,Correctness no fsl,simple verify,complex verify,default verify,simple verify no fsl,complex verify no fsl,default verify no fsl,data file,unique_id,consistency
146,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = max(len(sublist) for sublist in list_of_lists)
    max_sublists = [sublist for sublist in list_of_lists if len(sublist) == max_len]
    return (max_len, max_sublists[0])
",,False,post,False,False,False,False,False,False,False,False,True,False,False,False,selected_pilot_75_mbpp.json,146_llama3point1-70b,1.0
146,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the list of maximum length in a list of lists.,"def max_length(list_of_lists):
    max_len = 0
    max_list = []
    
    for lst in list_of_lists:
        if len(lst) > max_len:
            max_len = len(lst)
            max_list = lst
            
    return (max_len, max_list)

# Test cases
assert max_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]) == (3, [13, 15, 17])
assert max_length([[1], [5, 7], [10, 12, 14, 15]]) == (4, [10, 12, 14, 15])
assert max_length([[5], [15, 20, 25]]) == (3, [15, 20, 25])
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,146_gpt-4o,1.0
151,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
  flat_list = []
  for i in nested_list:
    if type(i) == list:
      flat_list.extend(flatten_list(i))
    else:
      flat_list.append(i)
  return flat_list
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,151_llama3point1-70b,1.0
151,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to flatten a given nested list structure.,"def flatten_list(nested_list):
    flat_list = []
    
    for item in nested_list:
        if isinstance(item, list):
            flat_list.extend(flatten_list(item))
        else:
            flat_list.append(item)
    
    return flat_list

# Testing the function with the provided test cases
assert flatten_list([0, 10, [20, 30], 40, 50, [60, 70, 80], [90, 100, 110, 120]]) == [0, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120]
assert flatten_list([[10, 20], [40], [30, 56, 25], [10, 20], [33], [40]]) == [10, 20, 40, 30, 56, 25, 10, 20, 33, 40]
assert flatten_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [1, 2, 3, 4, 5, 6, 10, 11, 12, 7, 8, 9]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,151_gpt-4o,1.0
57,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist, key=str.lower) for sublist in list_of_lists]
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,57_llama3point1-70b,1.0
57,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to sort each sublist of strings in a given list of lists.,"def sort_sublists(list_of_lists):
    return [sorted(sublist) for sublist in list_of_lists]

# Tests
assert sort_sublists(([""green"", ""orange""], [""black"", ""white""], [""white"", ""black"", ""orange""])) == [['green', 'orange'], ['black', 'white'], ['black', 'orange', 'white']]
assert sort_sublists((["" red "",""green"" ],[""blue "","" black""],["" orange"",""brown""])) == [[' red ', 'green'], [' black', 'blue '], [' orange', 'brown']]
assert sort_sublists(([""zilver"",""gold""], [""magnesium"",""aluminium""], [""steel"", ""bronze""])) == [['gold', 'zilver'], ['aluminium', 'magnesium'], ['bronze', 'steel']]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,57_gpt-4o,1.0
320,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = list(set(nums))
    if len(unique_nums) < 2:
        return None
    return sorted(unique_nums)[1]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,320_llama3point1-70b,1.0
320,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the second smallest number in a list.,"def second_smallest(nums):
    unique_nums = sorted(set(nums))
    return unique_nums[1] if len(unique_nums) > 1 else None

# Test cases
assert second_smallest([1, 2, -8, -2, 0, -2]) == -2
assert second_smallest([1, 1, -0.5, 0, 2, -2, -2]) == -0.5
assert second_smallest([2,2]) == None
assert second_smallest([2,2,2]) == None
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,320_gpt-4o,1.0
1,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(test_tup1, test_tup2):
  return tuple(set(test_tup1) & set(test_tup2))
",,True,post,True,True,True,True,True,True,True,True,True,True,False,True,selected_pilot_75_mbpp.json,1_llama3point1-70b,1.0
1,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the shared elements from the given two lists.,"def similar_elements(list1, list2):
    # Convert both lists to sets and find their intersection
    common_elements = set(list1) & set(list2)
    # Convert the result back to a tuple and return
    return tuple(sorted(common_elements))

# Test cases
assert similar_elements((3, 4, 5, 6), (5, 7, 4, 10)) == (4, 5)
assert similar_elements((1, 2, 3, 4), (5, 4, 3, 7)) == (3, 4)
assert similar_elements((11, 12, 14, 13), (17, 15, 14, 13)) == (13, 14)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,1_gpt-4o,1.0
222,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s):
    result = ''
    for char in s:
        if char.isupper():
            result += char
    return result
",,False,post,True,False,False,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,222_llama3point1-70b,0.8333333333333334
222,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to remove lowercase substrings from a given string.,"def remove_lowercase(s: str) -> str:
    return ''.join([char for char in s if char.isupper()])

# Testing the function
assert remove_lowercase(""PYTHon"") == 'PYTH'
assert remove_lowercase(""FInD"") == 'FID'
assert remove_lowercase(""STRinG"") == 'STRG'
",,False,post,True,False,False,True,False,True,True,True,True,False,False,False,selected_pilot_75_mbpp.json,222_gpt-4o,0.8333333333333334
161,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b
",,True,post,True,True,False,False,True,True,False,False,True,False,True,True,selected_pilot_75_mbpp.json,161_llama3point1-70b,1.0
161,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the n'th lucas number.,"def find_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    else:
        a, b = 2, 1
        for _ in range(2, n + 1):
            a, b = b, a + b
        return b

# Test cases
assert find_lucas(9) == 76
assert find_lucas(4) == 7
assert find_lucas(3) == 4
",,False,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,161_gpt-4o,1.0
290,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,"Write a function that checks if a strings contains 'z', except at the start and end of the word.","def text_match_wordz_middle(s):
    words = s.split()
    for word in words:
        if len(word) > 1 and 'z' in word[1:-1]:
            return True
    return False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,290_llama3point1-70b,1.0
290,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,"Write a function that checks if a strings contains 'z', except at the start and end of the word.","def text_match_wordz_middle(s):
    # Check if 'z' is in the string and not at the start or end
    if 'z' in s[1:-1]:
        return True
    return False

# Test cases
assert text_match_wordz_middle(""pythonzabc."") == True
assert text_match_wordz_middle(""zxyabc."") == False
assert text_match_wordz_middle(""  lang  ."") == False
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,290_gpt-4o,1.0
186,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to extract the elementwise and tuples from the given two tuples.,"def and_tuples(tup1, tup2):
    return tuple(x & y for x, y in zip(tup1, tup2))
",,True,post,True,False,False,False,False,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,186_llama3point1-70b,1.0
186,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to extract the elementwise and tuples from the given two tuples.,"def and_tuples(tuple1, tuple2):
    return tuple(a & b for a, b in zip(tuple1, tuple2))

# Testing the function with the provided test cases
assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)
assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)
assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)
",,True,post,True,False,False,False,False,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,186_gpt-4o,1.0
59,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to merge three lists into a single sorted list.,"def merge_sorted_list(list1, list2, list3):
    return sorted(list1 + list2 + list3)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,59_llama3point1-70b,1.0
59,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to merge three lists into a single sorted list.,"def merge_sorted_list(list1, list2, list3):
    # Combine all three lists into one
    combined_list = list1 + list2 + list3
    # Sort the combined list
    sorted_list = sorted(combined_list)
    return sorted_list

# Provided test cases
assert merge_sorted_list([25, 24, 15, 4, 5, 29, 110],[19, 20, 11, 56, 25, 233, 154],[24, 26, 54, 48]) == [4, 5, 11, 15, 19, 20, 24, 24, 25, 25, 26, 29, 48, 54, 56, 110, 154, 233]
assert merge_sorted_list([1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12]) == [1, 1, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 11, 12]
assert merge_sorted_list([18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1],[25, 35, 22, 85, 14, 65, 75, 25, 58],[12, 74, 9, 50, 61, 41]) == [1, 2, 3, 4, 7, 8, 9, 9, 9, 10, 12, 14, 14, 18, 22, 25, 25, 35, 41, 50, 58, 61, 65, 74, 75, 85]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,59_gpt-4o,1.0
281,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find even numbers from a list of numbers.,"def Split(numbers):
    return [num for num in numbers if num % 2 == 0]
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,281_llama3point1-70b,1.0
281,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find even numbers from a list of numbers.,"def Split(numbers):
    # Use a list comprehension to filter and return only even numbers
    return [num for num in numbers if num % 2 == 0]

# Test cases to validate the implementation
assert Split([1,2,3,4,5]) == [2, 4]
assert Split([4,5,6,7,8,0,1]) == [4, 6, 8, 0]
assert Split([8,12,15,19]) == [8, 12]
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,281_gpt-4o,1.0
182,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(strings):
    return [s[-1] for s in strings]
",,True,post,True,True,False,True,True,True,True,True,False,True,True,True,selected_pilot_75_mbpp.json,182_llama3point1-70b,1.0
182,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(tup):
    return [s[-1] for s in tup]

# Test cases
assert extract_rear(('Mers', 'for', 'Vers')) == ['s', 'r', 's']
assert extract_rear(('Avenge', 'for', 'People')) == ['e', 'r', 'e']
assert extract_rear(('Gotta', 'get', 'go')) == ['a', 't', 'o']
",,False,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,182_gpt-4o,1.0
309,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether all the characters are same or not.,"def all_Characters_Same(s):
    return len(set(s)) == 1
",,False,post,False,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,309_llama3point1-70b,0.8333333333333334
309,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to check whether all the characters are same or not.,"def all_Characters_Same(s):
    if not s:  # If the string is empty, return True (edge case)
        return True
    first_char = s[0]
    for char in s:
        if char != first_char:
            return False
    return True

# Tests
assert all_Characters_Same(""python"") == False
assert all_Characters_Same(""aaa"") == True
assert all_Characters_Same(""data"") == False
",,True,post,True,True,False,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,309_gpt-4o,1.0
337,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the sum of non-repeated elements in a given list.,"def find_sum(lst):
    return sum(i for i in lst if lst.count(i) == 1)
",,True,post,False,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,337_llama3point1-70b,1.0
337,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to find the sum of non-repeated elements in a given list.,"def find_sum(lst):
    return sum(set(lst))

# Provided test cases
assert find_sum([1,2,3,1,1,4,5,6]) == 21
assert find_sum([1,10,9,4,2,10,10,45,4]) == 71
assert find_sum([12,10,9,45,2,10,10,45,10]) == 78
",,True,post,True,False,False,False,False,False,False,False,False,False,False,False,selected_pilot_75_mbpp.json,337_gpt-4o,1.0
333,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to check if the given expression is balanced or not.,"def check_expression(expression: str) -> bool:
    stack = []
    brackets = {""("": "")"", ""{"": ""}"", ""["": ""]""}
    
    for char in expression:
        if char in brackets:
            stack.append(char)
        elif char in brackets.values():
            if not stack or brackets[stack.pop()] != char:
                return False
    
    return not stack
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,333_llama3point1-70b,1.0
333,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to check if the given expression is balanced or not.,"def check_expression(expr):
    stack = []
    matching_pairs = {')': '(', ']': '[', '}': '{'}
    
    for char in expr:
        if char in matching_pairs.values():
            stack.append(char)
        elif char in matching_pairs:
            if stack == [] or stack.pop() != matching_pairs[char]:
                return False
    return stack == []

# Testing the function with the provided test cases
assert check_expression(""{()}[{}]"") == True
assert check_expression(""{()}[{]"") == False
assert check_expression(""{()}[{}][]({})"") == True
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,333_gpt-4o,1.0
209,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to get the first element of each sublist.,"def Extract(sublists):
    return [sublist[0] for sublist in sublists]
",,False,post,True,True,False,True,False,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,209_llama3point1-70b,0.5
209,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to get the first element of each sublist.,"def Extract(lst):
    return [sublist[0] for sublist in lst]

# Test cases to validate the solution
assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]
assert Extract([[1,2,3],[4, 5]]) == [1,4]
assert Extract([[9,8,1],[1,2]]) == [9,1]
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,209_gpt-4o,1.0
117,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function that returns the number of integer elements in a given list.,"def count_integer(lst):
    return sum(isinstance(x, int) for x in lst)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,117_llama3point1-70b,1.0
117,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function that returns the number of integer elements in a given list.,"def count_integer(lst):
    return sum(1 for x in lst if isinstance(x, int))

# Provided test cases
assert count_integer([1, 2, 'abc', 1.2]) == 2
assert count_integer([1, 2, 3]) == 3
assert count_integer([1, 1.2, 4, 5.1]) == 2
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,117_gpt-4o,1.0
138,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in an array and element and returns a tuple containing a boolean that indicates if the element is in the array and the index position of the element (or -1 if the element is not found).,"def sequential_search(array, element):
    try:
        index = array.index(element)
        return (True, index)
    except ValueError:
        return (False, -1)
",,True,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,138_llama3point1-70b,1.0
138,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in an array and element and returns a tuple containing a boolean that indicates if the element is in the array and the index position of the element (or -1 if the element is not found).,"def sequential_search(arr, element):
    for index, value in enumerate(arr):
        if value == element:
            return (True, index)
    return (False, -1)

# Test cases
assert sequential_search([11,23,58,31,56,77,43,12,65,19],31) == (True, 3)
assert sequential_search([12, 32, 45, 62, 35, 47, 44, 61],61) == (True, 7)
assert sequential_search([9, 10, 17, 19, 22, 39, 48, 56],48) == (True, 6)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,138_gpt-4o,1.0
99,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(s):
    return ''.join(s[i] for i in range(0, len(s), 2))
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,99_llama3point1-70b,1.0
99,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a python function to remove the characters which have odd index values of a given string.,"def odd_values_string(s):
    return ''.join([s[i] for i in range(len(s)) if i % 2 == 0])

# Test cases to validate the solution
assert odd_values_string('abcdef') == 'ace'
assert odd_values_string('python') == 'pto'
assert odd_values_string('data') == 'dt'
assert odd_values_string('lambs') == 'lms'
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,99_gpt-4o,1.0
119,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two numbers and returns a tuple with the second number and then the first number.,"def swap_numbers(a, b):
  return (b, a)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,119_llama3point1-70b,1.0
119,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that takes in two numbers and returns a tuple with the second number and then the first number.,"def swap_numbers(a, b):
    return (b, a)

# Testing the function with provided test cases
assert swap_numbers(10, 20) == (20, 10)
assert swap_numbers(15, 17) == (17, 15)
assert swap_numbers(100, 200) == (200, 100)
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,119_gpt-4o,1.0
264,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert degrees to radians.,"import math
def radian_degree(deg):
    return deg * math.pi / 180
",,False,post,True,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,264_llama3point1-70b,1.0
264,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to convert degrees to radians.,"import math

def radian_degree(degrees):
    return degrees * (math.pi / 180)

# Test cases
assert radian_degree(90) == 1.5707963267948966
assert radian_degree(60) == 1.0471975511965976
assert radian_degree(120) == 2.0943951023931953
",,True,post,False,True,True,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,264_gpt-4o,1.0
335,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"def occurance_substring(string, substring):
    start = string.find(substring)
    if start == -1:
        return None
    end = start + len(substring)
    return (substring, start, end - 1)
",,True,post,False,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,335_llama3point1-70b,0.6666666666666666
335,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function to find the occurrence and position of the substrings within a string. Return None if there is no match.,"def occurance_substring(main_string, sub_string):
    start_pos = main_string.find(sub_string)
    if start_pos == -1:
        return None
    end_pos = start_pos + len(sub_string)
    return (sub_string, start_pos, end_pos)

# Test cases
assert occurance_substring('python programming, python language', 'python') == ('python', 0, 6)
assert occurance_substring('python programming,programming language', 'programming') == ('programming', 7, 18)
assert occurance_substring('python programming,programming language', 'language') == ('language', 31, 39)
assert occurance_substring('c++ programming, c++ language', 'python') == None
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,335_gpt-4o,1.0
360,mbppplus,llama3point1-70b,meta-llama/Llama-3.3-70B-Instruct,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(lists):
    return max(lists, key=sum)",,False,post,True,True,False,True,True,False,True,True,True,True,True,True,selected_pilot_75_mbpp.json,360_llama3point1-70b,1.0
360,mbppplus,gpt-4o,meta-llama/Llama-3.3-70B-Instruct,Write a function that returns the list in a list of lists whose sum of elements is the highest.,"def max_sum_list(list_of_lists):
    # Initialize variables to track the maximum sum and the corresponding list
    max_sum = float('-inf')
    max_list = []
    
    # Iterate through each sublist
    for sublist in list_of_lists:
        # Calculate the sum of the current sublist
        current_sum = sum(sublist)
        
        # If the current sum is greater than the maximum sum found so far
        if current_sum > max_sum:
            # Update the maximum sum and the corresponding list
            max_sum = current_sum
            max_list = sublist
    
    # Return the list with the highest sum
    return max_list

# Tests
assert max_sum_list([[1,2,3], [4,5,6], [10,11,12], [7,8,9]]) == [10, 11, 12]
assert max_sum_list([[3,2,1], [6,5,4], [12,11,10]]) == [12, 11, 10]
assert max_sum_list([[2,3,1]]) == [2, 3, 1]
",,True,post,True,True,True,True,True,True,True,True,True,True,True,True,selected_pilot_75_mbpp.json,360_gpt-4o,1.0
