Task ID,Dataset,model_created,model_run,description,Code,run_number,original correctness,summary fsl,naive correctness fsl,vanilla,simple tree,complex tree,summary,simple verify fsl,complex verify fsl,summary verify fsl,simple verify,complex verify,summary verify
156,codeforces2024,human,qwen2.5-7b-instruct,"[Maître Gims - Est-ce que tu m'aimes ?](https://youtu.be/6TpyRE_juyA)

ඞ

As the CEO of a startup company, you want to reward each of your k employees
with a ticket to the upcoming concert. The tickets will be on sale for n days,
and by some time travelling, you have predicted that the price per ticket at
day i will be a_i . However, to prevent ticket hoarding, the concert
organizers have implemented the following measures:

  * A person may purchase no more than m tickets per day. 
  * If a person purchases x tickets on day i , all subsequent days (i.e. from day i+1 onwards) will have their prices per ticket increased by x . 

For example, if a = [1, 3, 8, 4, 5] and you purchase 2 tickets on day 1 , they
will cost 2 in total, and the prices from day 2 onwards will become [5, 10, 6,
7] . If you then purchase 3 more tickets on day 2 , they will cost in total an
additional 15 , and the prices from day 3 onwards will become [13, 9, 10] .

Find the minimum spending to purchase k tickets.

Input

Each test contains multiple test cases. The first line contains an integer t
(1 \le t \le 10^4 ) — the number of test cases. The description of the test
cases follows.

The first line of each test case contains three integers n , m , and k (1 \le
n \le 3 \cdot 10^5, 1 \le m \le 10^9, 1 \le k \le \min(nm, 10^9) ) — the
number of sale days, the maximum amount of ticket purchasable each day, and
the number of tickets to be bought at the end.

The second line of each test case contains n integers a_1, a_2, \ldots, a_n (1
\le a_i \le 10^9 ) — the price per ticket for each of the upcoming n days.

It is guaranteed that the sum of n over all test cases does not exceed 3 \cdot
10^5 .

Output

For each test case, print one integer: the minimum amount of money needed to
purchase exactly k tickets.

Example

Input

    4
    
    4 2 3
    
    8 6 4 2
    
    4 2 8
    
    8 6 4 2
    
    5 100 1
    
    10000 1 100 10 1000
    
    6 3 9
    
    5 5 5 5 5 5

Output

    10
    64
    1
    72
    
Note

In the first test case, one optimal way to buy 3 tickets is as follows:

  * Buy 0 tickets on the first day. The prices per ticket for the remaining days are [6, 4, 2] . 
  * Buy 0 tickets on the second day. The prices per ticket for the remaining days are [4, 2] . 
  * Buy 1 ticket on the third day with cost 4 . The price per ticket for the remaining day is [3] . 
  * Buy 2 tickets on the fourth day with cost 6 . 

In the second test case, there is only one way to buy 8 tickets:

  * Buy 2 tickets on the first day with cost 16 . The prices per ticket for the remaining days are [8, 6, 4] . 
  * Buy 2 tickets on the second day with cost 16 . The prices per ticket for the remaining days are [8, 6] . 
  * Buy 2 tickets on the third day with cost 16 . The price per ticket for the remaining day is [8] . 
  * Buy 2 tickets on the fourth day with cost 16 .","t=int(input())

for _ in range(t):
    n,m,k=map(int,input().split())
    a=list(map(int,input().split()))
    a_original=a
    
    if k>=m:
        elements=k//m
        if (k%m)!=0:
            elements+=1
    else:
        elements=1
    #print(elements)    

    ko=k-m*(elements-1)
    a.sort()
    maxi=a[elements-1]
    nl=[]
    
    pind=-1
    for rr in range(n):
        if a_original[rr]<=maxi:
            pind+=1
            if pind==elements:
                break
            nl.append(a_original[rr])
            

            if a_original[rr]==maxi:
                perfect_index=pind

    price=0
    f=0
    for j in range(len(nl)):
        if nl[j]==maxi and j==perfect_index:
            price+=(nl[j]+f)*ko
            #print(price,88)
            f+=ko
        else:
            price+=(nl[j]+f)*m
            #print(price,69)
            f+=m   

    print(price)",2,True,False,False,False,False,True,True,False,False,False,False,True,False
27,codeforces2024,human,qwen2.5-7b-instruct,"You have some cards. An integer between 1 and n is written on each card:
specifically, for each i from 1 to n , you have a_i cards which have the
number i written on them.

There is also a shop which contains unlimited cards of each type. You have k
coins, so you can buy k new cards in total, and the cards you buy can contain
any integer between 1 and n .

After buying the new cards, you rearrange all your cards in a line. The score
of a rearrangement is the number of (contiguous) subarrays of length n which
are a permutation of [1, 2, \ldots, n] . What's the maximum score you can get?

Input

Each test contains multiple test cases. The first line contains the number of
test cases t\ (1\le t\le 100) . The description of the test cases follows.

The first line of each test case contains two integers n , k (1\le n \le 2
\cdot 10^5 , 0\le k \le 10^{12} ) — the number of distinct types of cards and
the number of coins.

The second line of each test case contains n integers a_1, a_2, \ldots, a_n (1
\le a_i \le 10^{12} ) — the number of cards of type i you have at the
beginning.

It is guaranteed that the sum of n over all test cases does not exceed 5 \cdot
10^5 .

Output

For each test case, output a single line containing an integer: the maximum
score you can get.

Example

Input

    8
    
    1 10
    
    1
    
    2 4
    
    8 4
    
    3 4
    
    6 1 8
    
    3 9
    
    7 6 2
    
    5 3
    
    6 6 7 4 6
    
    9 7
    
    7 6 1 7 6 2 4 3 3
    
    10 10
    
    1 3 1 2 1 9 3 5 7 5
    
    9 8
    
    5 8 7 5 1 3 2 9 8

Output

    11
    15
    15
    22
    28
    32
    28
    36
    
Note

In the first test case, the final (and only) array we can get is [1, 1, 1, 1,
1, 1, 1, 1, 1, 1, 1] (including 11 single 1 s), which contains 11 subarrays
consisting of a permutation of [1] .

In the second test case, we can buy 0 cards of type 1 and 4 cards of type 2 ,
and then we rearrange the cards as following: [1, 2, 1, 2, 1, 2, 1, 2, 1, 2,
1, 2, 1, 2, 1, 2] . There are 8 subarrays equal to [1, 2] and 7 subarrays
equal to [2, 1] , which make a total of 15 subarrays which are a permutation
of [1, 2] . It can also be proved that this is the maximum score we can get.

In the third test case, one of the possible optimal rearrangements is [3, 3,
1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 3] .","def count_permutations(cards, coins):
    n = len(cards)
    max_score = 0

    for i in range(1, n + 1):
        num_cards = cards[i - 1]
        if num_cards > 0:
            remaining_coins = coins - (n - num_cards)
            if remaining_coins >= 0:
                score = num_cards * n
                remaining_cards = [c for c in cards if c != i]
                remaining_cards.append(remaining_coins)
                score += count_permutations(remaining_cards, remaining_coins)
                max_score = max(max_score, score)

    return max_score",2,False,False,False,False,False,False,False,False,False,False,False,False,False
270,codeforces2024,human,qwen2.5-7b-instruct,"The only difference with the medium version is the maximum length of the
input.

A parentheses sequence is a string consisting of characters ""("" and "")"", for
example ""(()(("".

A balanced parentheses sequence is a parentheses sequence which can become a
valid mathematical expression after inserting numbers and operations into it,
for example ""(()(()))"".

The balance of a parentheses sequence is defined as the number of opening
parentheses ""("" minus the number of closing parentheses "")"". For example, the
balance of the sequence ""(()(("" is 3.

A balanced parentheses sequence can also be defined as a parentheses sequence
with balance 0 such that each of its prefixes has a non-negative balance.

We define the balanced shuffle operation that takes a parentheses sequence and
returns a parentheses sequence as follows: first, for every character of the
input sequence, we compute the balance of the prefix of the sequence before
that character and write those down in a table together with the positions of
the characters in the input sequence, for example:

Prefix balance| 0| 1| 2| 1| 2| 3| 2| 1  
---|---|---|---|---|---|---|---|---  
Position| 1| 2| 3| 4| 5| 6| 7| 8  
Character| (| (| )| (| (| )| )| )  
  
Then, we sort the columns of this table in increasing order of prefix balance,
breaking ties in decreasing order of position. In the above example, we get:

Prefix balance| 0| 1| 1| 1| 2| 2| 2| 3  
---|---|---|---|---|---|---|---|---  
Position| 1| 8| 4| 2| 7| 5| 3| 6  
Character| (| )| (| (| )| (| )| )  
  
The last row of this table forms another parentheses sequence, in this case
""()(()())"". This sequence is called the result of applying the balanced
shuffle operation to the input sequence, or in short just the balanced shuffle
of the input sequence.

Surprisingly, it turns out that the balanced shuffle of any balanced
parentheses sequence is always another balanced parentheses sequence (we will
omit the proof for brevity). Even more surprisingly, the balanced shuffles of
two different balanced parentheses sequences are always different, therefore
the balanced shuffle operation is a bijection on the set of balanced
parentheses sequences of any given length (we will omit this proof, too).

You are given a balanced parentheses sequence. Find its preimage: the balanced
parentheses sequence the balanced shuffle of which is equal to the given
sequence.

Input

The only line of input contains a string s consisting only of characters ""(""
and "")"". This string is guaranteed to be a non-empty balanced parentheses
sequence with its length not exceeding 500\,000 .

Output

Print the balanced parentheses sequence t such that the balanced shuffle of t
is equal to s . It is guaranteed that the answer always exists and is unique.

Example

Input

    ()(()())
    
Output

    (()(()))","s = input()
n = len(s)

prefix_sum = [0] * (n + 1)
for i in range(n):
    prefix_sum[i + 1] = prefix_sum[i] + (1 if s[i] == '(' else -1)

pairs = [(prefix_sum[i], i) for i in range(n)]
pairs.sort()

result = []
prev_sum, prev_pos = 0, 0
for cur_sum, cur_pos in pairs:
    if cur_sum > prev_sum:
        result.append('(' * (cur_sum - prev_sum))
    result.append(s[prev_pos:cur_pos])
    prev_sum, prev_pos = cur_sum, cur_pos

print(''.join(result))",2,False,True,True,True,True,True,True,False,True,False,True,True,True
189,codeforces2024,human,qwen2.5-7b-instruct,"You are given an integer n . You choose n cells (x_1,y_1),
(x_2,y_2),\dots,(x_n,y_n) in the grid n\times n where 1\le x_i\le n and 1\le
y_i\le n .

Let \mathcal{H} be the set of distinct Manhattan distances between any pair of
cells. Your task is to maximize the size of \mathcal{H} . Examples of sets and
their construction are given in the notes.

If there exists more than one solution, you are allowed to output any.

Manhattan distance between cells (x_1,y_1) and (x_2,y_2) equals
|x_1-x_2|+|y_1-y_2| .

Input

The first line contains a single integer t (1\le t\le 50 ) — the number of
test cases.

Each of the following t lines contains a single integer n (2\le n\le 10^3 ).

Output

For each test case, output n points which maximize the size of \mathcal{H} .
It is not necessary to output an empty line at the end of the answer for each
test case.

Example

Input

    5
    
    2
    
    3
    
    4
    
    5
    
    6

Output

    1 1
    1 2
    
    2 1
    2 3
    3 1
    
    1 1
    1 3
    4 3
    4 4
    
    1 1
    1 3
    1 4
    2 1
    5 5
    
    1 4
    1 5
    1 6
    5 2
    5 5
    6 1
    
Note

In the first testcase we have n=2 . One of the possible arrangements is:

![](https://espresso.codeforces.com/4d7adaa08c9ee5ebf2a0caba13185ac968d6bcd9.png)
The arrangement with cells located in (1,1) and (1,2) . In this case
\mathcal{H}=\\{|1-1|+|1-1|,|1-1|+|2-2|,|1-1|+|1-2|\\}=\\{0,0,1\\}=\\{0,1\\} .
Hence, the size of \mathcal{H} is 2 . It can be shown that it is the greatest
possible answer.

In the second testcase we have n=3 . The optimal arrangement is:

![](https://espresso.codeforces.com/52d127e3dbe0141bb58dbdf4158586772a208758.png)
The arrangement with cells located in (2,1) , (2,3) and (3,1) .

\mathcal{H}
=\\{|2-2|+|1-1|,|2-2|+|3-3|,|3-3|+|1-1|,|2-2|+|1-3|,|2-3|+|1-1|,|2-3|+|3-1|\\}
=\\{0,0,0,2,1,3\\} =\\{0,1,2,3\\} .

For n=4 a possible arrangement is:

![](https://espresso.codeforces.com/575a6758d1f67174ceb877b32a1e89770cd2281a.png)

For n=5 a possible arrangement is:

![](https://espresso.codeforces.com/b790401b426625982c00d04cff13aceec53918b4.png)

For n=6 a possible arrangement is:

![](https://espresso.codeforces.com/d0f498905660a67115d9f58c6cbc1439ba6e509c.png)","n_ = int(input())
for _ in range(n_):
    n = int(input())
    if n == 2:
        print('1 1')
        print('1 2')
    elif n == 3:
        print('2 1')
        print('2 3')
        print('3 1')
    elif n == 4:
        print('1 1')
        print('1 3')
        print('4 3')
        print('4 4')
    else:
        for i in range(1, n-1):
            print(f'1 {i}')
        print(f'{n} {n}')
        print(f'{n} 2')
    print()",2,True,False,False,True,False,True,True,True,False,False,True,False,True
180,codeforces2024,human,qwen2.5-7b-instruct,"You are given three digits a , b , and c . Determine whether they form a
stair, a peak, or neither.

  * A stair satisfies the condition a<b<c . 
  * A peak satisfies the condition a<b>c . 

Input

The first line contains a single integer t (1 \leq t \leq 1000 ) — the number
of test cases.

The only line of each test case contains three digits a , b , c (0 \leq a , b
, c \leq 9 ).

Output

For each test case, output ""STAIR"" if the digits form a stair, ""PEAK"" if the
digits form a peak, and ""NONE"" otherwise (output the strings without quotes).

Example

Input

    7
    
    1 2 3
    
    3 2 1
    
    1 5 3
    
    3 4 1
    
    0 0 0
    
    4 1 7
    
    4 5 7

Output

    STAIR
    NONE
    PEAK
    PEAK
    NONE
    NONE
    STAIR","n=int(input())
for i in range(n):
    a,b,c=map(int,input().split())
    if a<b<c:
        print('STATR')
    if a<b and b>c:
        print('PEAK')
    else:
        print('NONE')",2,False,False,False,False,False,True,True,False,True,False,True,True,True
6,codeforces2024,human,qwen2.5-7b-instruct,"There are n islands, numbered 1, 2, \ldots, n . Initially, every pair of
islands is connected by a bridge. Hence, there are a total of \frac{n (n -
1)}{2} bridges.

Everule lives on island 1 and enjoys visiting the other islands using bridges.
Dominater has the power to destroy at most k bridges to minimize the number of
islands that Everule can reach using (possibly multiple) bridges.

Find the minimum number of islands (including island 1 ) that Everule can
visit if Dominater destroys bridges optimally.

Input

Each test contains multiple test cases. The first line contains a single
integer t (1 \leq t \leq 10^3 ) — the number of test cases. The description of
the test cases follows.

The first and only line of each test case contains two integers n and k (1 \le
n \le 100 , 0 \le k \le \frac{n \cdot (n - 1)}{2} ).

Output

For each test case, output the minimum number of islands that Everule can
visit if Dominater destroys bridges optimally.

Example

Input

    6
    
    2 0
    
    2 1
    
    4 1
    
    5 10
    
    5 3
    
    4 4

Output

    2
    1
    4
    1
    5
    1
    
Note

In the first test case, since no bridges can be destroyed, all the islands
will be reachable.

In the second test case, you can destroy the bridge between islands 1 and 2 .
Everule will not be able to visit island 2 but can still visit island 1 .
Therefore, the total number of islands that Everule can visit is 1 .

In the third test case, Everule always has a way of reaching all islands
despite what Dominater does. For example, if Dominater destroyed the bridge
between islands 1 and 2 , Everule can still visit island 2 by traveling by 1
\to 3 \to 2 as the bridges between 1 and 3 , and between 3 and 2 are not
destroyed.

In the fourth test case, you can destroy all bridges since k = \frac{n \cdot
(n - 1)}{2} . Everule will be only able to visit 1 island (island 1 ).","n = int(input())
for _ in range(n):
    a,b = map(int,input().split())
    c = (a*(a-1))//2
    if c - b >= a - 1:
        print(a)
    else:
        print(1)",2,False,False,False,False,False,True,True,True,False,False,False,False,False
52,codeforces2024,human,qwen2.5-7b-instruct,"Petya has an array a_i of n integers. His brother Vasya became envious and
decided to make his own array of n integers.

To do this, he found m integers b_i (m\ge n ), and now he wants to choose some
n integers of them and arrange them in a certain order to obtain an array c_i
of length n .

To avoid being similar to his brother, Vasya wants to make his array as
different as possible from Petya's array. Specifically, he wants the total
difference D = \sum_{i=1}^{n} |a_i - c_i| to be as large as possible.

Help Vasya find the maximum difference D he can obtain.

Input

Each test consists of multiple test cases. The first line contains a single
integer t (1 \le t \le 100 ) — the number of test cases. This is followed by a
description of the test cases.

The first line of each test case contains two integers n and m (1\le n\le m\le
2 \cdot 10^5 ).

The second line of each test case contains n integers a_i (1\le a_i\le 10^9 ).
The third line of each test case contains m integers b_i (1\le b_i\le 10^9 ).

It is guaranteed that in a test, the sum of m over all test cases does not
exceed 2 \cdot 10^5 .

Output

For each test case, output a single integer — the maximum total difference D
that can be obtained.

Example

Input

    9
    
    4 6
    
    6 1 2 4
    
    3 5 1 7 2 3
    
    3 4
    
    1 1 1
    
    1 1 1 1
    
    5 5
    
    1 2 3 4 5
    
    1 2 3 4 5
    
    2 6
    
    5 8
    
    8 7 5 8 2 10
    
    2 2
    
    4 1
    
    9 6
    
    4 6
    
    8 10 6 4
    
    3 10 6 1 8 9
    
    3 5
    
    6 5 2
    
    1 7 9 7 2
    
    5 5
    
    9 10 6 3 7
    
    5 9 2 3 9
    
    1 6
    
    3
    
    2 7 10 1 1 5

Output

    16
    0
    12
    11
    10
    23
    15
    25
    7
    
Note

In the first example, Vasya can, for example, create the array (1, 5, 7, 2) .
Then the total difference will be D = |6-1|+|1-5|+|2-7|+|4-2| = 5+4+5+2 = 16 .

In the second example, all the integers available to Vasya are equal to 1, so
he can only create the array (1, 1, 1) , for which the difference D = 0 .

In the third example, Vasya can, for example, create the array (5, 4, 3, 2, 1)
. Then the total difference will be D = |1-5|+|2-4|+|3-3|+|4-2|+|5-1| =
4+2+0+2+4 = 12 .","cases = int(input())
for i in range(cases):
	n, m  = [int(a) for a in input().split()]
	arr1  =[int(a) for a in input().split()]
	arr2 = [int(a) for a in input().split()]
	arr1.sort()
	arr2.sort()
	s1, s2, e1, e2 = 0, 0 , n-1, m - 1
	d = 0
	while (s1 < e1 and s2 < e2):
		sum1 = abs(arr1[s1]- arr2[s2]) + abs(arr1[e1]- arr2[e2])
		sum2 = abs(arr1[s1]- arr2[e2]) + abs(arr1[e1]- arr2[s2])
		d += max(sum1, sum2)
		s1 += 1
		s2 +=1
		e1 -= 1
		e2 -= 1
	if s1 == e1:
		d += max(abs(arr1[s1]- arr2[s2]), abs(arr1[s1]- arr2[e2]))
	print(d)",2,False,False,False,True,True,True,False,False,False,True,False,False,False
242,codeforces2024,human,qwen2.5-7b-instruct,"You are given n positive integers x_1, x_2, \ldots, x_n and three positive
integers n_a, n_b, n_c satisfying n_a+n_b+n_c = n .

You want to split the n positive integers into three groups, so that:

  * The first group contains n_a numbers, the second group contains n_b numbers, the third group contains n_c numbers.
  * Let s_a be the sum of the numbers in the first group, s_b be the sum in the second group, and s_c be the sum in the third group. Then s_a, s_b, s_c are the sides of a triangle with positive area.

Determine if this is possible. If this is possible, find one way to do so.

Input

Each test contains multiple test cases. The first line contains an integer t
(1\le t\le 100\,000 ) — the number of test cases. The descriptions of the t
test cases follow.

The first line of each test case contains the integers n, n_a, n_b, n_c (3
\leq n \leq 200\,000, 1\leq n_a,n_b,n_c \leq n-2, n_a+n_b+n_c = n ) — the
number of integers to split into three groups, and the desired sizes of the
three groups.

The second line of each test case contains n integers x_1, x_2, \ldots, x_n (1
\leq x_i \leq 10^{9} ).

It is guaranteed that the sum of n over all test cases does not exceed
200\,000 .

Output

For each test case, print \texttt{YES} if it is possible to split the numbers
into three groups satisfying all the conditions. Otherwise, print \texttt{NO}
.

If such a split exists, then describe the three groups as follows.

On the next line, print n_a integers a_1, a_2, \ldots, a_{n_a} — the numbers
in the first group.

On the next line, print n_b integers b_1, b_2, \ldots, b_{n_b} — the numbers
in the second group.

On the next line, print n_c integers c_1, c_2, \ldots, c_{n_c} — the numbers
in the third group.

These n_a+n_b+n_c=n integers should be a permutation of x_1, x_2, \ldots, x_n
, and they should satisfy the conditions from the statement.

If there are multiple solutions, print any of them.

Example

Input

    4
    
    6 2 2 2
    
    1 1 1 1 1 1
    
    5 3 1 1
    
    1 1 1 1 1
    
    6 2 2 2
    
    1 1 1 1 1 3
    
    8 1 2 5
    
    16 1 1 1 1 1 1 12

Output

    YES
    1 1 
    1 1 
    1 1 
    NO
    NO
    YES
    16 
    12 1 
    1 1 1 1 1 
    
Note

In the first test case, we can put two 1 s into each group: the sum in each
group would be 2 , and there exists a triangle with positive area and sides 2
, 2 , 2 .

In the second and third test cases, it can be shown that there is no such way
to split numbers into groups.

In the fourth test case, we can put number 16 into the first group, with sum
16 , numbers 12 and 1 into the second group, with sum 13 , and the remaining
five 1 s into the third group, with sum 5 , as there exists a triangle with
positive area and sides 16, 13, 5 .","def solve():
    t = int(input())
    for _ in range(t):
        n, na, nb, nc = map(int, input().split())
        x = list(map(int, input().split()))

        x.sort(reverse=True)  # Sort in descending order

        group_a = x[:na]
        group_b = x[na:na + nb]
        group_c = x[na + nb:]

        sum_a = sum(group_a)
        sum_b = sum(group_b)
        sum_c = sum(group_c)

        # Check if the triangle inequality holds
        if sum_a + sum_b > sum_c and sum_b + sum_c > sum_a and sum_c + sum_a > sum_b:
            print(""YES"")
            print("" "".join(map(str, group_a)))
            print("" "".join(map(str, group_b)))
            print("" "".join(map(str, group_c)))
        else:
            print(""NO"")

if __name__ == ""__main__"":
    solve()",2,False,False,False,True,True,True,True,True,True,True,False,True,True
255,codeforces2024,human,qwen2.5-7b-instruct,"There are n slimes placed in a line. The slimes are numbered from 1 to n in
order from left to right. The size of the i -th slime is a_i .

Every second, the following happens: exactly one slime eats one of its
neighbors and increases its size by the eaten neighbor's size. A slime can eat
its neighbor only if it is strictly bigger than this neighbor. If there is no
slime which is strictly bigger than one of its neighbors, the process ends.

For example, suppose n = 5 , a = [2, 2, 3, 1, 4] . The process can go as
follows:

  * first, the 3 -rd slime eats the 2 -nd slime. The size of the 3 -rd slime becomes 5 , the 2 -nd slime is eaten. 
  * then, the 3 -rd slime eats the 1 -st slime (they are neighbors since the 2 -nd slime is already eaten). The size of the 3 -rd slime becomes 7 , the 1 -st slime is eaten. 
  * then, the 5 -th slime eats the 4 -th slime. The size of the 5 -th slime becomes 5 , the 4 -th slime is eaten. 
  * then, the 3 -rd slime eats the 5 -th slime (they are neighbors since the 4 -th slime is already eaten). The size of the 3 -rd slime becomes 12 , the 5 -th slime is eaten. 

For each slime, calculate the minimum number of seconds it takes for this
slime to be eaten by another slime (among all possible ways the process can
go), or report that it is impossible.

Input

The first line contains a single integer t (1 \le t \le 10^4 ) — the number of
test cases.

The first line of each test case contains a single integer n (1 \le n \le 3
\cdot 10^5 ) — the number of slimes.

The second line contains n integers a_1, a_2, \dots, a_n (1 \le a_i \le 10^9
).

The sum of n over all test cases doesn't exceed 3 \cdot 10^5 .

Output

For each test case, print n integers. The i -th integer should be equal to the
minimum number of seconds it takes for the i -th slime to be eaten by another
slime or -1 if it is impossible.

Example

Input

    4
    
    4
    
    3 2 4 2
    
    3
    
    1 2 3
    
    5
    
    2 2 3 1 1
    
    7
    
    4 2 3 6 1 1 8

Output

    2 1 2 1 
    1 1 -1 
    2 1 -1 1 2 
    2 1 1 3 1 1 4","from bisect import bisect_left as bl

def bin_search(a, x):
    # Perform binary search to find the position where the prefix sum is just greater than x
    if x < 0:
        return -1
    inx = bl(a, x)
    if inx < len(a) and a[inx] == x:
        return inx + 1
    return inx

def ss(a, n):
    # Initialize prefix sum and last different index arrays
    left = [0]
    last = [-1]
    ans = [-1] * n
    
    # Fill the last different index array
    for i in range(1, n):
        if a[i] != a[i - 1]:
            last.append(i)
        else:
            last.append(last[-1])
    
    # Calculate prefix sums
    for i in a:
        left.append(left[-1] + i)
    
    # Determine the minimum time for each slime to be eaten
    for i in range(1, n):
        if a[i] < a[i - 1]:
            ans[i] = 1
            continue
        x = left[i] - a[i] - 1
        inx = bin_search(left, x)
        inx2 = last[i - 1]
        
        if inx2 < inx:
            inx = inx2
        
        if inx < 0:
            continue
        ans[i] = i + 1 - inx
    
    return ans

# Process each test case
for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().split()))
    
    # Calculate minimum times in both directions
    ans = ss(a, n)
    ans2 = ss(a[::-1], n)
    ans2 = ans2[::-1]
    
    # Combine results from both directions
    for i in range(n):
        if ans[i] == -1 or ans2[i] == -1:
            ans[i] = max(ans[i], ans2[i])
        else:
            ans[i] = min(ans[i], ans2[i])
    
    # Output the result for the current test case
    print(*ans)",2,True,False,False,True,False,True,True,True,False,False,True,True,True
258,codeforces2024,human,qwen2.5-7b-instruct,"You are given a positive integer x . Find any array of integers a_0, a_1,
\ldots, a_{n-1} for which the following holds:

  * 1 \le n \le 32 , 
  * a_i is 1 , 0 , or -1 for all 0 \le i \le n - 1 , 
  * x = \displaystyle{\sum_{i=0}^{n - 1}{a_i \cdot 2^i}} , 
  * There does not exist an index 0 \le i \le n - 2 such that both a_{i} \neq 0 and a_{i + 1} \neq 0 . 

It can be proven that under the constraints of the problem, a valid array
always exists.

Input

Each test contains multiple test cases. The first line of input contains a
single integer t (1 \le t \le 10^4 ) — the number of test cases. The
description of the test cases follows.

The only line of each test case contains a single positive integer x (1 \le x
< 2^{30} ).

Output

For each test case, output two lines.

On the first line, output an integer n (1 \le n \le 32 ) — the length of the
array a_0, a_1, \ldots, a_{n-1} .

On the second line, output the array a_0, a_1, \ldots, a_{n-1} .

If there are multiple valid arrays, you can output any of them.

Example

Input

    7
    
    1
    
    14
    
    24
    
    15
    
    27
    
    11
    
    19

Output

    1
    1
    5
    0 -1 0 0 1
    6
    0 0 0 -1 0 1
    5
    -1 0 0 0 1
    6
    -1 0 -1 0 0 1
    5
    -1 0 -1 0 1
    5
    -1 0 1 0 1

Note

In the first test case, one valid array is [1] , since (1) \cdot 2^0 = 1 .

In the second test case, one possible valid array is [0,-1,0,0,1] , since (0)
\cdot 2^0 + (-1) \cdot 2^1 + (0) \cdot 2^2 + (0) \cdot 2^3 + (1) \cdot 2^4 =
-2 + 16 = 14 .","for x in[*map(int,open(0))][1:]:
 r=[]
 while x:r+=x%2*(1-(x&2)),;x=x-r[-1]>>1
 print(len(r),*r)",2,True,False,False,True,False,True,False,False,False,False,True,True,False
255,codeforces2024,human,qwen2.5-7b-instruct,"There are n slimes placed in a line. The slimes are numbered from 1 to n in
order from left to right. The size of the i -th slime is a_i .

Every second, the following happens: exactly one slime eats one of its
neighbors and increases its size by the eaten neighbor's size. A slime can eat
its neighbor only if it is strictly bigger than this neighbor. If there is no
slime which is strictly bigger than one of its neighbors, the process ends.

For example, suppose n = 5 , a = [2, 2, 3, 1, 4] . The process can go as
follows:

  * first, the 3 -rd slime eats the 2 -nd slime. The size of the 3 -rd slime becomes 5 , the 2 -nd slime is eaten. 
  * then, the 3 -rd slime eats the 1 -st slime (they are neighbors since the 2 -nd slime is already eaten). The size of the 3 -rd slime becomes 7 , the 1 -st slime is eaten. 
  * then, the 5 -th slime eats the 4 -th slime. The size of the 5 -th slime becomes 5 , the 4 -th slime is eaten. 
  * then, the 3 -rd slime eats the 5 -th slime (they are neighbors since the 4 -th slime is already eaten). The size of the 3 -rd slime becomes 12 , the 5 -th slime is eaten. 

For each slime, calculate the minimum number of seconds it takes for this
slime to be eaten by another slime (among all possible ways the process can
go), or report that it is impossible.

Input

The first line contains a single integer t (1 \le t \le 10^4 ) — the number of
test cases.

The first line of each test case contains a single integer n (1 \le n \le 3
\cdot 10^5 ) — the number of slimes.

The second line contains n integers a_1, a_2, \dots, a_n (1 \le a_i \le 10^9
).

The sum of n over all test cases doesn't exceed 3 \cdot 10^5 .

Output

For each test case, print n integers. The i -th integer should be equal to the
minimum number of seconds it takes for the i -th slime to be eaten by another
slime or -1 if it is impossible.

Example

Input

    4
    
    4
    
    3 2 4 2
    
    3
    
    1 2 3
    
    5
    
    2 2 3 1 1
    
    7
    
    4 2 3 6 1 1 8

Output

    2 1 2 1 
    1 1 -1 
    2 1 -1 1 2 
    2 1 1 3 1 1 4","import bisect

def solve():
    n = int(input())
    arr = list(map(int, input().split()))
    
    # Create a prefix sum array
    pref = [arr[i] for i in range(n)]
    for i in range(1, n):
        pref[i] += pref[i-1]
    
    # Initialize the index and answer array
    ind = -1
    ans = [10**9 for i in range(n)]
    
    # Left to right pass
    for i in range(n):
        # Calculate the current value to check against prefix sums
        curr = pref[i] - 2 * arr[i]
        ind1 = bisect.bisect_left(pref, curr)
        
        # Update the minimum index
        ind = min(ind, ind1)
        
        # Check if the current slime can be eaten
        if ind >= 0 and curr > 0:
            ans[i] = (i - ind)
        
        # Check if the current slime can be eaten by the previous one
        if i - 1 >= 0 and arr[i] != arr[i-1]:
            if arr[i] < arr[i-1]:
                ans[i] = 1
                ind = i
    
    # Right to left pass
    ind = n
    for i in range(n-1, -1, -1):
        # Calculate the current value to check against prefix sums
        curr = pref[i] + arr[i] + 1
        ind1 = bisect.bisect_left(pref, curr)
        
        # Update the maximum index
        ind = max(ind, ind1)
        
        # Check if the current slime can be eaten
        if ind < n and curr <= pref[-1]:
            ans[i] = min(ans[i], (ind - i))
        
        # Check if the current slime can be eaten by the next one
        if i + 1 < n and arr[i] != arr[i+1]:
            if arr[i] < arr[i+1]:
                ans[i] = 1
                ind = i
    
    # Replace large numbers with -1 to indicate impossibility
    for i in range(n):
        if ans[i] == 10**9:
            ans[i] = -1
    
    # Print the result for the current test case
    print(*ans)

# Read the number of test cases
for _ in range(int(input())):
    solve()",2,False,False,False,True,False,True,True,False,True,False,True,False,False
